192,0,0,0
295,0,0,0
349,0,0,0
402,0,0,0
148,0,0,0
158,0,0,0
361,0,3,0
407,1,4,1
15,1,3,1
155,1,1,1
80,1,1,1
38,1,0,1
242,1,4,1
396,1,4,1
181,2,1,1
354,2,1,1
15,2,1,1
278,2,1,1
184,2,3,1
77,2,1,1
276,3,2,2
354,3,2,2
15,3,3,2
359,3,2,2
352,3,2,2
392,3,2,2
300,3,2,2
37,4,0,2
181,4,1,2
392,4,2,2
38,4,2,2
329,4,1,2
41,5,0,0
424,5,0,0
363,5,0,0
213,5,0,0
201,5,0,0
330,6,1,1
351,6,1,1
78,6,1,1
346,6,1,1
422,6,1,1
74,7,2,2
433,7,2,2
417,7,4,2
4,7,2,2
345,7,3,2
167,8,2,2
392,8,3,2
255,8,2,2
281,8,2,2
15,8,3,2
51,8,1,2
424,9,3,3
214,9,3,3
278,9,3,3
346,9,3,3
101,9,3,3
317,10,2,2
274,10,2,2
214,10,2,2
69,10,2,2
28,10,2,2
107,11,3,3
214,11,3,3
93,11,3,3
451,11,2,3
10,11,3,3
135,11,3,3
295,12,3,3
93,12,3,3
3,12,3,3
278,12,1,3
440,12,3,3
317,13,1,1
0,13,1,1
345,13,3,1
211,13,1,1
112,13,2,1
330,14,3,3
181,14,3,3
368,14,3,3
208,14,3,3
324,14,3,3
433,15,0,1
349,15,1,1
259,15,3,1
345,15,2,1
281,15,1,1
250,16,3,3
89,16,3,3
132,16,3,3
164,16,3,3
167,16,3,3
379,16,3,3
78,16,3,3
374,16,3,3
93,17,2,1
15,17,1,1
454,17,1,1
38,17,1,1
112,17,1,1
185,18,1,0
184,18,3,0
113,18,0,0
38,18,1,0
329,18,2,0
440,18,1,0
41,19,0,0
430,19,0,0
402,19,0,0
345,19,0,0
13,19,0,0
295,20,3,3
259,20,3,3
317,20,3,3
254,20,3,3
62,20,3,3
278,20,3,3
422,21,2,2
1,21,2,2
352,21,2,2
295,21,2,2
329,21,2,2
107,22,1,1
214,22,1,1
352,22,1,1
374,22,1,1
222,22,1,1
181,23,1,3
357,23,3,3
93,23,3,3
21,23,3,3
48,23,3,3
318,23,1,3
236,24,3,3
20,24,3,3
129,24,3,3
93,24,3,3
318,24,2,3
287,24,2,3
229,24,2,3
259,25,2,2
433,25,2,2
211,25,2,2
329,25,2,2
422,25,2,2
274,26,1,3
407,26,3,3
78,26,3,3
121,26,3,3
214,26,3,3
392,27,3,3
304,27,3,3
433,27,3,3
43,27,3,3
272,27,3,3
113,27,3,3
112,27,3,3
304,28,0,0
214,28,0,0
101,28,0,0
422,28,0,0
78,28,1,0
231,29,0,0
184,29,0,0
3,29,0,0
48,29,0,0
201,29,1,0
186,29,0,0
404,30,4,2
118,30,2,2
214,30,2,2
15,30,2,2
74,30,2,2
318,30,2,2
330,31,1,3
424,31,3,3
183,31,3,3
134,31,3,3
211,31,3,3
181,32,2,2
107,32,2,2
352,32,2,2
330,32,2,2
87,32,2,2
376,32,3,2
264,33,2,2
206,33,2,2
19,33,2,2
382,33,3,2
345,33,3,2
414,34,1,1
170,34,1,1
134,34,1,1
352,34,1,1
329,34,1,1
114,35,1,1
146,35,2,1
293,35,4,1
279,35,0,1
38,35,0,1
382,35,1,1
240,35,1,1
422,35,0,1
41,36,1,4
389,36,1,4
192,36,4,4
419,36,1,4
134,36,2,4
278,36,1,4
238,37,3,2
104,37,1,2
21,37,1,2
109,37,2,2
363,37,2,2
361,37,2,2
164,38,1,1
352,38,1,1
402,38,0,1
255,38,1,1
214,38,1,1
232,39,3,3
121,39,3,3
29,39,3,3
317,39,3,3
382,39,3,3
255,39,3,3
186,40,2,2
104,40,2,2
204,40,2,2
402,40,2,2
295,40,2,2
407,41,3,3
368,41,3,3
0,41,3,3
317,41,3,3
84,41,1,3
274,42,2,2
330,42,1,2
272,42,2,2
4,42,2,2
69,42,1,2
274,43,3,3
317,43,3,3
214,43,3,3
278,43,3,3
435,43,3,3
184,44,3,1
454,44,4,1
0,44,4,1
240,44,1,1
112,44,1,1
173,45,2,1
278,45,1,1
211,45,2,1
115,45,1,1
329,45,1,1
202,46,3,3
361,46,3,3
284,46,3,3
281,46,3,3
333,46,3,3
43,47,4,0
430,47,0,0
0,47,0,0
38,47,1,0
387,47,0,0
51,47,0,0
317,48,3,3
134,48,3,3
450,48,3,3
433,48,3,3
158,48,4,3
278,48,1,3
104,49,2,2
317,49,2,2
337,49,1,2
435,49,2,2
422,49,2,2
317,50,3,3
104,50,3,3
352,50,3,3
350,50,3,3
435,50,3,3
278,50,3,3
204,51,2,2
295,51,2,2
323,51,2,2
402,51,2,2
97,51,2,2
308,52,0,0
334,52,0,0
214,52,0,0
287,52,2,0
106,52,4,0
28,52,0,0
357,53,3,2
353,53,4,2
272,53,4,2
402,53,3,2
21,53,3,2
69,53,2,2
122,53,2,2
214,53,2,2
41,54,3,2
15,54,3,2
352,54,2,2
214,54,3,2
451,54,2,2
412,54,1,2
317,55,3,3
104,55,3,3
146,55,3,3
184,55,3,3
214,55,3,3
264,56,0,0
308,56,0,0
29,56,0,0
78,56,0,0
101,56,0,0
38,57,2,2
317,57,2,2
185,57,2,2
422,57,2,2
77,57,2,2
310,58,2,2
169,58,2,2
227,58,2,2
278,58,2,2
109,58,2,2
211,58,3,2
272,58,2,2
14,58,2,2
101,58,2,2
78,58,2,2
278,59,1,0
4,59,3,0
0,59,0,0
201,59,3,0
164,59,0,0
317,60,3,3
226,60,3,3
13,60,3,3
181,60,3,3
84,60,3,3
21,61,1,0
259,61,3,0
184,61,3,0
287,61,2,0
229,61,0,0
436,61,0,0
51,61,1,0
15,62,0,0
454,62,0,0
202,62,0,0
272,62,0,0
300,62,0,0
278,63,1,3
424,63,3,3
397,63,4,3
167,63,3,3
121,63,3,3
433,63,3,3
181,64,2,2
211,64,2,2
424,64,2,2
407,64,2,2
278,64,2,2
134,65,2,2
392,65,2,2
21,65,3,2
433,65,3,2
337,65,2,2
107,66,1,1
173,66,1,1
62,66,1,1
141,66,1,1
329,66,1,1
273,67,1,1
323,67,1,1
3,67,1,1
417,67,1,1
79,67,4,1
107,68,2,1
392,68,4,1
337,68,3,1
26,68,3,1
134,68,2,1
294,69,3,3
209,69,3,3
93,69,3,3
104,69,3,3
278,69,3,3
104,70,3,3
392,70,3,3
123,70,3,3
184,70,3,3
334,70,3,3
133,70,3,3
167,71,0,0
0,71,0,0
41,71,0,0
278,71,0,0
317,71,0,0
259,72,2,2
433,72,2,2
184,72,2,2
395,72,2,2
208,72,2,2
413,72,2,2
182,73,3,1
200,73,4,1
358,73,1,1
15,73,3,1
352,73,1,1
214,74,3,3
241,74,4,3
15,74,3,3
2,74,4,3
203,74,3,3
336,75,1,1
365,75,1,1
265,75,1,1
270,75,1,1
222,75,1,1
285,75,1,1
10,76,3,4
133,76,0,4
237,76,3,4
459,76,4,4
393,76,4,4
292,77,0,0
456,77,0,0
47,77,0,0
423,77,0,0
429,77,0,0
209,77,0,0
373,78,1,1
444,78,1,1
15,78,1,1
390,78,1,1
63,78,1,1
3,79,4,4
277,79,2,4
263,79,2,4
360,79,2,4
144,79,0,4
442,79,2,4
100,79,0,4
272,79,4,4
63,79,4,4
158,79,2,4
134,79,2,4
407,79,2,4
222,79,2,4
390,79,4,4
424,79,2,4
275,79,2,4
41,79,1,4
415,80,0,0
115,80,2,0
175,80,2,0
419,80,0,0
8,80,0,0
175,81,3,3
203,81,3,3
435,81,3,3
13,81,3,3
180,81,3,3
446,82,3,3
175,82,3,3
296,82,3,3
222,82,3,3
173,82,3,3
433,83,3,3
448,83,4,3
402,83,3,3
175,83,3,3
352,83,3,3
460,84,2,2
365,84,2,2
133,84,2,2
352,84,2,2
448,84,2,2
446,85,3,3
47,85,3,3
249,85,3,3
460,85,3,3
253,85,3,3
133,86,4,1
215,86,1,1
203,86,1,1
68,86,3,1
115,86,1,1
182,87,3,3
424,87,3,3
295,87,3,3
133,87,3,3
209,87,3,3
456,88,0,3
203,88,1,3
175,88,1,3
219,88,3,3
229,88,0,3
25,89,1,1
438,89,1,1
225,89,2,1
241,89,0,1
455,89,1,1
434,89,1,1
15,89,3,1
65,90,2,2
209,90,2,2
203,90,2,2
435,90,2,2
173,90,2,2
423,91,3,2
393,91,3,2
360,91,1,2
396,91,1,2
68,91,1,2
415,92,3,3
265,92,3,3
121,92,3,3
175,92,3,3
173,92,3,3
336,93,3,3
383,93,3,3
277,93,3,3
311,93,3,3
222,93,3,3
393,93,3,3
447,94,3,3
396,94,3,3
175,94,3,3
105,94,3,3
424,94,3,3
285,94,3,3
390,95,3,3
115,95,3,3
41,95,3,3
393,95,3,3
401,95,3,3
373,96,2,2
15,96,2,2
83,96,2,2
307,96,2,2
372,96,2,2
422,96,2,2
26,96,2,2
29,97,3,3
365,97,3,3
410,97,3,3
104,97,3,3
164,97,3,3
458,97,3,3
133,98,1,1
332,98,1,1
203,98,1,1
272,98,1,1
8,98,1,1
321,99,3,3
402,99,1,3
91,99,3,3
320,99,3,3
203,99,3,3
198,99,3,3
71,100,1,1
403,100,1,1
415,100,1,1
55,100,1,1
257,100,1,1
115,100,1,1
415,101,1,1
259,101,1,1
301,101,1,1
404,101,1,1
94,101,1,1
390,102,0,0
121,102,0,0
332,102,0,0
10,102,0,0
158,102,0,0
29,103,2,2
330,103,2,2
47,103,2,2
149,103,2,2
332,103,2,2
55,103,2,2
343,104,2,2
214,104,1,2
129,104,1,2
55,104,2,2
407,104,2,2
415,105,2,1
175,105,1,1
386,105,2,1
188,105,1,1
181,105,1,1
423,106,1,1
396,106,1,1
307,106,1,1
13,106,1,1
325,106,1,1
402,107,2,2
256,107,3,2
15,107,2,2
181,107,2,2
343,107,2,2
319,107,2,2
330,108,3,3
419,108,3,3
175,108,3,3
268,108,3,3
115,108,3,3
390,109,0,0
209,109,0,0
393,109,0,0
132,109,0,0
55,109,0,0
134,110,2,1
315,110,1,1
164,110,1,1
183,110,1,1
340,110,2,1
368,110,1,1
415,111,2,2
211,111,2,2
175,111,2,2
419,111,2,2
283,111,2,2
64,111,2,2
422,111,1,2
229,111,2,2
425,111,2,2
24,112,2,2
249,112,0,2
125,112,2,2
456,112,3,2
228,112,2,2
186,112,2,2
209,113,0,0
203,113,0,0
447,113,3,0
295,113,0,0
180,113,0,0
182,114,2,2
147,114,2,2
332,114,2,2
311,114,2,2
10,114,2,2
257,115,3,0
300,115,0,0
203,115,0,0
325,115,0,0
63,115,0,0
126,116,1,0
402,116,4,0
259,116,1,0
424,116,1,0
86,116,3,0
56,116,1,0
13,116,0,0
15,117,1,2
182,117,2,2
104,117,2,2
76,117,2,2
390,117,2,2
41,117,1,2
415,118,2,2
117,118,2,2
133,118,2,2
249,118,2,2
268,118,2,2
321,119,1,1
375,119,1,1
29,119,4,1
401,119,4,1
253,119,3,1
356,120,3,3
203,120,3,3
304,120,3,3
376,120,3,3
243,120,3,3
182,121,3,2
373,121,2,2
433,121,2,2
175,121,3,2
337,121,1,2
340,122,3,3
159,122,3,3
362,122,3,3
121,122,3,3
444,122,3,3
396,122,3,3
193,123,2,2
133,123,0,2
198,123,1,2
175,123,0,2
180,123,2,2
325,123,2,2
456,124,3,3
129,124,3,3
200,124,3,3
442,124,3,3
40,124,3,3
285,125,1,1
435,125,1,1
121,125,1,1
401,125,4,1
222,125,1,1
272,126,3,3
340,126,3,3
164,126,3,3
253,126,3,3
181,126,3,3
104,127,3,3
367,127,3,3
277,127,3,3
158,127,3,3
307,127,3,3
447,128,4,4
396,128,4,4
137,128,1,4
418,128,1,4
352,128,4,4
71,129,3,3
214,129,3,3
4,129,3,3
181,129,3,3
396,129,3,3
115,130,3,3
284,130,3,3
59,130,3,3
140,130,3,3
390,130,3,3
285,130,3,3
182,131,2,2
427,131,2,2
434,131,2,2
249,131,2,2
104,131,2,2
418,131,2,2
110,132,0,2
214,132,1,2
364,132,4,2
15,132,2,2
164,132,2,2
424,132,0,2
453,133,3,3
72,133,1,3
39,133,3,3
104,133,3,3
220,133,3,3
175,134,3,3
38,134,3,3
434,134,3,3
265,134,3,3
258,134,3,3
277,135,1,1
456,135,3,1
175,135,1,1
218,135,1,1
158,135,1,1
277,136,3,3
393,136,3,3
115,136,3,3
424,136,3,3
407,136,3,3
182,137,4,3
147,137,3,3
175,137,3,3
305,137,4,3
435,137,3,3
319,138,3,3
117,138,3,3
332,138,3,3
41,138,3,3
423,138,3,3
203,139,3,1
129,139,3,1
314,139,4,1
426,139,2,1
8,139,4,1
134,139,3,1
184,139,3,1
325,139,3,1
173,139,1,1
180,139,1,1
319,139,3,1
10,140,2,2
63,140,2,2
176,140,2,2
402,140,2,2
6,140,2,2
243,140,1,2
300,141,1,1
402,141,2,1
312,141,1,1
416,141,1,1
253,141,1,1
63,141,1,1
365,142,1,1
460,142,3,1
265,142,3,1
400,142,3,1
158,142,3,1
319,143,3,3
197,143,3,3
383,143,3,3
102,143,3,3
398,143,3,3
373,144,1,1
433,144,1,1
68,144,3,1
39,144,4,1
121,144,2,1
209,145,2,2
456,145,2,2
277,145,2,2
117,145,2,2
47,145,2,2
456,146,3,0
337,146,1,0
402,146,0,0
121,146,0,0
94,146,0,0
17,147,2,2
55,147,2,2
175,147,1,2
57,147,1,2
435,147,2,2
373,148,0,0
117,148,3,0
415,148,0,0
367,148,0,0
291,148,1,0
313,149,3,3
203,149,3,3
10,149,3,3
175,149,2,3
211,149,3,3
181,149,3,3
402,150,3,3
129,150,3,3
203,150,3,3
348,150,4,3
153,150,4,3
319,150,4,3
228,151,3,3
396,151,3,3
115,151,3,3
401,151,3,3
253,151,0,3
134,151,3,3
247,152,1,0
115,152,1,0
459,152,0,0
135,152,4,0
2,152,0,0
393,152,1,0
32,153,2,2
211,153,2,2
129,153,1,2
402,153,1,2
153,153,1,2
261,153,1,2
182,154,3,3
209,154,3,3
203,154,3,3
41,154,3,3
187,154,3,3
447,155,0,0
358,155,3,0
175,155,0,0
133,155,3,0
300,155,0,0
175,156,1,1
427,156,1,1
415,156,1,1
70,156,1,1
104,156,1,1
121,156,1,1
121,157,1,1
370,157,1,1
459,157,1,1
229,157,1,1
41,157,1,1
15,158,2,2
0,158,2,2
423,158,2,2
68,158,2,2
102,158,2,2
268,159,2,0
215,159,4,0
285,159,0,0
325,159,0,0
13,159,4,0
198,160,2,2
424,160,2,2
268,160,2,2
133,160,2,2
243,160,2,2
204,161,1,1
296,161,4,1
40,161,3,1
158,161,1,1
343,161,1,1
181,162,3,3
125,162,3,3
175,162,3,3
314,162,3,3
393,162,3,3
222,162,3,3
209,163,0,0
197,163,0,0
311,163,0,0
56,163,0,0
203,163,0,0
292,164,2,2
203,164,2,2
456,164,3,2
265,164,1,2
306,164,2,2
136,165,3,3
164,165,3,3
108,165,4,3
97,165,0,3
442,165,3,3
152,165,3,3
396,166,4,0
248,166,0,0
351,166,0,0
80,166,0,0
259,166,1,0
442,167,3,2
162,167,2,2
4,167,3,2
173,167,2,2
251,167,1,2
424,168,0,0
136,168,0,0
54,168,2,0
245,168,2,0
26,168,0,0
401,169,3,3
404,169,3,3
274,169,3,3
67,169,3,3
454,169,3,3
280,170,0,0
102,170,0,0
160,170,0,0
326,170,0,0
171,170,0,0
396,171,3,3
168,171,3,3
164,171,3,3
454,171,3,3
26,171,3,3
164,172,2,2
424,172,2,2
280,172,2,2
54,172,2,2
160,172,2,2
200,173,1,1
280,173,1,1
295,173,1,1
148,173,1,1
95,173,1,1
136,174,3,3
274,174,3,3
415,174,3,3
411,174,0,3
207,174,1,3
384,175,0,0
135,175,0,0
435,175,1,0
454,175,0,0
131,175,0,0
95,175,4,0
448,176,3,3
245,176,3,3
320,176,3,3
7,176,3,3
26,176,3,3
379,177,1,0
99,177,4,0
160,177,0,0
377,177,1,0
387,177,0,0
136,178,3,0
163,178,0,0
280,178,0,0
333,178,2,0
46,178,4,0
53,178,4,0
295,179,1,3
274,179,3,3
180,179,1,3
66,179,3,3
222,179,3,3
258,180,3,3
41,180,3,3
102,180,3,3
405,180,3,3
152,180,3,3
224,181,1,1
173,181,1,1
320,181,1,1
324,181,1,1
405,181,1,1
259,181,1,1
136,182,3,3
415,182,3,3
186,182,3,3
160,182,3,3
344,182,3,3
448,183,2,2
339,183,2,2
274,183,2,2
280,183,2,2
152,183,2,2
26,183,1,2
341,184,0,0
229,184,0,0
54,184,0,0
411,184,0,0
26,184,0,0
403,185,3,3
164,185,3,3
396,185,3,3
324,185,3,3
272,185,3,3
275,186,2,2
128,186,2,2
161,186,2,2
82,186,2,2
35,186,2,2
41,187,3,3
38,187,3,3
160,187,3,3
411,187,3,3
180,187,3,3
41,188,3,3
184,188,3,3
442,188,3,3
309,188,0,3
422,188,3,3
104,189,3,3
404,189,3,3
163,189,3,3
0,189,3,3
318,189,3,3
162,190,3,3
97,190,3,3
454,190,3,3
7,190,3,3
374,190,3,3
274,191,1,1
186,191,1,1
168,191,1,1
160,191,1,1
230,191,1,1
26,191,1,1
21,192,1,4
280,192,3,4
53,192,4,4
98,192,0,4
432,192,0,4
222,193,2,2
62,193,2,2
374,193,2,2
446,193,1,2
50,193,2,2
183,194,2,0
186,194,0,0
324,194,4,0
97,194,0,0
422,194,2,0
3,195,2,2
295,195,2,2
349,195,2,2
45,195,2,2
82,195,2,2
258,196,1,1
329,196,1,1
9,196,1,1
324,196,1,1
333,196,1,1
162,197,0,0
374,197,4,0
387,197,4,0
446,197,0,0
171,197,4,0
18,198,1,1
65,198,1,1
337,198,1,1
454,198,1,1
309,198,1,1
41,199,1,1
173,199,1,1
11,199,1,1
196,199,1,1
422,199,1,1
180,199,1,1
351,200,1,1
130,200,1,1
277,200,3,1
329,200,1,1
366,200,1,1
26,201,2,2
406,201,2,2
320,201,2,2
446,201,3,2
259,201,2,2
180,202,3,3
454,202,3,3
274,202,3,3
377,202,3,3
46,202,3,3
53,202,3,3
26,203,2,2
21,203,2,2
324,203,4,2
436,203,2,2
333,203,2,2
390,204,0,1
99,204,1,1
324,204,1,1
216,204,0,1
320,204,0,1
259,204,1,1
401,205,4,1
343,205,1,1
191,205,1,1
93,205,1,1
409,205,4,1
344,205,0,1
258,206,1,3
222,206,3,3
329,206,3,3
405,206,1,3
152,206,3,3
436,207,0,0
23,207,0,0
